image,path,label
"[[[23  7  8]
  [23  7  8]
  [23  7  8]
  ...
  [36 27 48]
  [40 28 50]
  [42 30 52]]

 [[23  7  8]
  [23  7  8]
  [23  7  8]
  ...
  [35 26 47]
  [39 27 49]
  [41 29 51]]

 [[23  7  8]
  [23  7  8]
  [23  7  8]
  ...
  [34 25 45]
  [35 26 47]
  [37 28 49]]

 ...

 [[13  9 20]
  [13  9 20]
  [13  9 20]
  ...
  [36 31 46]
  [41 36 51]
  [44 39 54]]

 [[13  9 20]
  [13  9 20]
  [13  9 20]
  ...
  [19 14 29]
  [22 17 32]
  [24 19 34]]

 [[13  9 20]
  [13  9 20]
  [13  9 20]
  ...
  [ 9  3 20]
  [11  5 22]
  [12  6 23]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/5246f3e4-8e9a-49d6-84f3-9e741a9f099d.jpg,1
"[[[237 215 174]
  [237 215 174]
  [237 215 174]
  ...
  [205 184 157]
  [205 184 157]
  [205 184 157]]

 [[237 215 174]
  [237 215 174]
  [237 215 174]
  ...
  [205 184 157]
  [205 184 157]
  [205 184 157]]

 [[237 215 174]
  [237 215 174]
  [237 215 174]
  ...
  [205 184 157]
  [205 184 157]
  [205 184 157]]

 ...

 [[ 42  37  22]
  [ 40  35  20]
  [ 37  32  17]
  ...
  [152 112  87]
  [152 112  87]
  [151 111  86]]

 [[ 41  36  21]
  [ 40  35  20]
  [ 39  33  20]
  ...
  [157 113  89]
  [155 111  88]
  [152 108  85]]

 [[ 40  35  20]
  [ 39  34  19]
  [ 39  33  20]
  ...
  [164 118  94]
  [159 112  90]
  [153 106  84]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/5a950bbb-be7d-4241-96b4-43d53a22cce5.jpg,1
"[[[194 190 189]
  [192 188 187]
  [191 187 186]
  ...
  [244 240 239]
  [244 240 239]
  [244 240 239]]

 [[192 188 187]
  [190 186 185]
  [189 185 184]
  ...
  [245 241 240]
  [245 241 240]
  [245 241 240]]

 [[191 187 186]
  [189 185 184]
  [188 184 183]
  ...
  [245 241 240]
  [245 241 240]
  [245 241 240]]

 ...

 [[153 164 168]
  [153 164 168]
  [154 165 169]
  ...
  [ 38  30  23]
  [ 38  30  23]
  [ 38  30  23]]

 [[152 163 167]
  [152 163 167]
  [152 163 167]
  ...
  [ 36  28  21]
  [ 36  28  21]
  [ 36  28  21]]

 [[151 162 166]
  [151 162 166]
  [152 163 167]
  ...
  [ 34  26  19]
  [ 34  26  19]
  [ 34  26  19]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/5af27744-9167-4085-b68f-0d73cb014884.jpg,1
"[[[174 202 213]
  [174 202 213]
  [175 203 214]
  ...
  [129 147 154]
  [125 143 150]
  [121 139 146]]

 [[174 202 213]
  [174 202 213]
  [175 203 214]
  ...
  [129 147 154]
  [124 142 149]
  [119 137 144]]

 [[174 202 213]
  [174 202 213]
  [175 203 214]
  ...
  [130 148 155]
  [123 141 148]
  [118 136 143]]

 ...

 [[ 20  22  22]
  [ 18  20  20]
  [ 17  19  19]
  ...
  [ 12  14  15]
  [ 14  16  17]
  [ 16  18  19]]

 [[ 21  23  23]
  [ 19  21  21]
  [ 18  20  20]
  ...
  [ 13  15  16]
  [ 16  18  19]
  [ 19  21  22]]

 [[ 23  25  25]
  [ 20  22  22]
  [ 19  21  21]
  ...
  [ 13  15  16]
  [ 17  19  20]
  [ 21  23  24]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/5d7d698d-c5ce-4b00-a4b0-b93491c3562c.jpg,1
"[[[206 221 230]
  [200 215 224]
  [208 224 231]
  ...
  [ 56  89 122]
  [ 61  96 129]
  [ 55  90 123]]

 [[209 224 233]
  [201 216 225]
  [209 225 232]
  ...
  [ 70 103 136]
  [ 76 111 144]
  [ 69 104 137]]

 [[212 227 236]
  [204 219 228]
  [210 226 233]
  ...
  [ 79 112 145]
  [ 85 120 154]
  [ 78 113 147]]

 ...

 [[ 76  80  85]
  [ 76  80  85]
  [ 77  81  86]
  ...
  [ 51  74 100]
  [ 43  65  93]
  [ 36  58  86]]

 [[ 76  80  85]
  [ 76  80  85]
  [ 77  81  86]
  ...
  [ 48  71  97]
  [ 40  62  90]
  [ 34  56  84]]

 [[ 76  80  85]
  [ 76  80  85]
  [ 77  81  86]
  ...
  [ 46  69  95]
  [ 38  60  88]
  [ 32  54  82]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/5e91ea68-fde6-418b-99fe-b02eaee730f5.jpg,1
"[[[199 204 205]
  [204 209 210]
  [207 212 213]
  ...
  [202 207 210]
  [204 209 212]
  [206 211 214]]

 [[200 205 206]
  [204 209 210]
  [207 212 213]
  ...
  [206 211 214]
  [206 211 214]
  [207 212 215]]

 [[201 206 207]
  [204 209 210]
  [206 211 212]
  ...
  [209 214 217]
  [207 212 215]
  [207 212 215]]

 ...

 [[ 54  52  52]
  [ 56  54  54]
  [ 54  52  52]
  ...
  [ 19  17  17]
  [ 17  15  15]
  [ 15  13  13]]

 [[ 62  60  60]
  [ 64  62  62]
  [ 61  59  59]
  ...
  [ 21  19  19]
  [ 19  17  17]
  [ 16  14  14]]

 [[ 65  63  63]
  [ 68  66  66]
  [ 65  63  63]
  ...
  [ 23  21  21]
  [ 20  18  18]
  [ 16  14  14]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/6077de90-937d-48cf-bc6f-7fdaefcc7898.jpg,1
"[[[149 142 139]
  [150 143 140]
  [152 145 142]
  ...
  [225 216 206]
  [225 216 206]
  [224 215 205]]

 [[150 143 140]
  [151 144 141]
  [153 146 143]
  ...
  [225 216 206]
  [225 216 206]
  [225 216 206]]

 [[152 145 142]
  [153 146 143]
  [155 148 145]
  ...
  [225 216 206]
  [225 216 206]
  [225 216 206]]

 ...

 [[ 92  87  89]
  [ 89  84  86]
  [ 84  81  83]
  ...
  [107 201 184]
  [112 211 193]
  [118 220 202]]

 [[ 88  83  85]
  [ 87  82  84]
  [ 84  81  83]
  ...
  [ 97 182 167]
  [102 194 177]
  [106 202 185]]

 [[ 76  71  73]
  [ 77  72  74]
  [ 76  73  75]
  ...
  [ 72 155 140]
  [ 86 174 158]
  [ 80 172 155]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/62540f02-247c-4028-b1e1-8a158a43e822.jpg,1
"[[[157 157 157]
  [156 156 156]
  [154 154 154]
  ...
  [208 208 208]
  [208 208 208]
  [207 207 207]]

 [[158 158 158]
  [157 157 157]
  [155 155 155]
  ...
  [208 208 208]
  [208 208 208]
  [207 207 207]]

 [[160 160 160]
  [159 159 159]
  [157 157 157]
  ...
  [208 208 208]
  [208 208 208]
  [207 207 207]]

 ...

 [[ 68  57  53]
  [ 68  57  53]
  [ 67  56  52]
  ...
  [ 96  90  91]
  [ 95  89  90]
  [ 95  89  90]]

 [[ 63  54  51]
  [ 63  54  51]
  [ 62  53  50]
  ...
  [ 95  89  90]
  [ 96  90  91]
  [ 96  90  91]]

 [[ 70  61  58]
  [ 69  60  57]
  [ 69  60  57]
  ...
  [ 95  89  90]
  [ 96  90  91]
  [ 97  91  92]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/62731458-af48-47b1-90d5-4baf61cab22a.jpg,0
"[[[ 41  39  29]
  [ 42  40  30]
  [ 41  39  29]
  ...
  [184 154 105]
  [187 157 108]
  [187 157 108]]

 [[ 39  37  27]
  [ 43  41  31]
  [ 44  42  32]
  ...
  [185 155 106]
  [182 152 103]
  [182 152 103]]

 [[ 38  36  25]
  [ 44  42  31]
  [ 49  45  34]
  ...
  [186 156 107]
  [183 153 104]
  [183 153 104]]

 ...

 [[133 112  90]
  [132 111  89]
  [132 112  87]
  ...
  [122  90  71]
  [121  89  70]
  [120  88  69]]

 [[133 112  90]
  [132 111  89]
  [132 112  87]
  ...
  [122  90  71]
  [121  89  70]
  [120  88  69]]

 [[133 112  90]
  [132 111  89]
  [132 112  87]
  ...
  [122  90  71]
  [121  89  70]
  [120  88  69]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/6369fda9-4f28-45de-adac-17f83fe74277.jpg,1
"[[[178 194 210]
  [186 202 218]
  [188 207 222]
  ...
  [ 17  21  39]
  [ 11  15  33]
  [  7  11  29]]

 [[179 195 211]
  [185 201 217]
  [184 203 218]
  ...
  [ 13  17  35]
  [ 11  15  33]
  [ 11  15  33]]

 [[184 200 216]
  [187 203 219]
  [184 203 218]
  ...
  [  9  15  34]
  [ 12  18  37]
  [ 14  20  39]]

 ...

 [[ 83 105 116]
  [ 83 105 116]
  [ 84 107 115]
  ...
  [ 90 110 121]
  [ 83 105 116]
  [ 79 101 112]]

 [[ 86 111 121]
  [ 84 109 119]
  [ 82 108 115]
  ...
  [ 90 110 121]
  [ 86 108 119]
  [ 83 105 116]]

 [[ 89 114 124]
  [ 86 111 121]
  [ 81 107 114]
  ...
  [ 91 111 122]
  [ 89 111 122]
  [ 86 108 119]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/63e185b2-6986-44e8-b8b5-3f26342e7786.jpg,1
"[[[131 121 121]
  [130 120 120]
  [130 120 120]
  ...
  [130 128 118]
  [130 128 118]
  [131 129 119]]

 [[131 121 121]
  [130 120 120]
  [130 120 120]
  ...
  [130 128 118]
  [130 128 118]
  [131 129 119]]

 [[131 121 121]
  [130 120 120]
  [130 120 120]
  ...
  [130 128 118]
  [130 128 118]
  [131 129 119]]

 ...

 [[ 28  47  50]
  [ 28  47  50]
  [ 28  47  50]
  ...
  [ 36  57  54]
  [ 36  57  54]
  [ 36  57  54]]

 [[ 28  47  50]
  [ 28  47  50]
  [ 28  47  50]
  ...
  [ 35  56  53]
  [ 35  56  53]
  [ 35  56  53]]

 [[ 28  47  50]
  [ 28  47  50]
  [ 28  47  50]
  ...
  [ 35  56  53]
  [ 35  56  53]
  [ 35  56  53]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/64024d86-cf30-477f-ab72-c8fd3afb4fa4.jpg,0
"[[[45 18  8]
  [44 17  7]
  [41 14  4]
  ...
  [18 32 60]
  [13 24 51]
  [ 8 20 44]]

 [[45 18  8]
  [43 16  6]
  [41 14  4]
  ...
  [19 33 61]
  [16 27 54]
  [12 24 48]]

 [[44 17  7]
  [43 16  6]
  [41 14  4]
  ...
  [20 34 62]
  [20 31 58]
  [19 31 55]]

 ...

 [[12 37 53]
  [ 0 13 29]
  [ 0 17 33]
  ...
  [21 34 60]
  [19 32 58]
  [15 28 54]]

 [[ 8 33 49]
  [ 0 20 36]
  [ 0 15 31]
  ...
  [17 30 56]
  [15 28 54]
  [13 26 52]]

 [[ 9 34 50]
  [19 44 60]
  [ 8 31 47]
  ...
  [23 36 62]
  [23 36 62]
  [23 36 62]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/64b2f6c9-c4e6-46f9-ab77-a3fe4893ae79.jpg,0
"[[[ 97 102 100]
  [ 94  99  97]
  [ 90  97  94]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[111 116 115]
  [105 110 108]
  [ 98 104 103]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[113 117 118]
  [107 112 111]
  [ 98 102 103]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 75  76  60]
  [ 72  73  57]
  [ 79  79  65]
  ...
  [254 254 254]
  [253 253 253]
  [252 252 252]]

 [[144 145 129]
  [147 148 132]
  [163 163 149]
  ...
  [254 254 254]
  [253 253 253]
  [252 252 252]]

 [[247 248 232]
  [241 242 226]
  [241 241 227]
  ...
  [254 254 254]
  [253 253 253]
  [252 252 252]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/6a2a3ddd-fac3-4497-8ccb-d0448ca18601.jpg,1
"[[[239 221 210]
  [239 221 210]
  [239 221 210]
  ...
  [ 81  80  84]
  [ 81  80  84]
  [ 80  79  83]]

 [[238 220 209]
  [238 220 209]
  [239 221 210]
  ...
  [ 81  80  84]
  [ 80  79  83]
  [ 80  79  83]]

 [[237 219 208]
  [237 219 208]
  [238 220 209]
  ...
  [ 81  80  84]
  [ 80  79  83]
  [ 80  79  83]]

 ...

 [[ 49  48  52]
  [ 55  54  58]
  [ 55  54  58]
  ...
  [161 176 192]
  [163 177 195]
  [178 192 210]]

 [[ 47  46  50]
  [ 53  52  56]
  [ 53  52  56]
  ...
  [161 176 192]
  [163 177 195]
  [178 192 210]]

 [[ 46  45  49]
  [ 52  51  55]
  [ 52  51  55]
  ...
  [161 176 192]
  [163 177 195]
  [178 192 210]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/6a76b0d6-0a8a-4ce3-a6d7-d9a79a0fc754.jpg,1
"[[[180 176 171]
  [180 176 171]
  [180 176 171]
  ...
  [ 74  83  93]
  [ 74  83  93]
  [ 74  83  93]]

 [[180 176 171]
  [180 176 171]
  [180 176 171]
  ...
  [ 75  84  94]
  [ 75  84  94]
  [ 75  84  94]]

 [[180 176 171]
  [180 176 171]
  [180 176 171]
  ...
  [ 75  84  94]
  [ 75  84  94]
  [ 75  84  94]]

 ...

 [[ 31  55  61]
  [ 43  67  73]
  [ 51  77  83]
  ...
  [ 27  61  54]
  [ 23  57  50]
  [ 20  54  47]]

 [[ 33  56  64]
  [ 39  62  70]
  [ 41  67  74]
  ...
  [ 28  62  55]
  [ 23  57  50]
  [ 20  54  47]]

 [[ 25  48  56]
  [ 29  52  60]
  [ 27  53  60]
  ...
  [ 31  65  58]
  [ 26  60  53]
  [ 23  57  50]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/6ab7676f-c68b-44c7-9a22-419fac78b971.jpg,1
"[[[ 87  79 116]
  [ 86  78 115]
  [ 83  76 113]
  ...
  [ 47  83  69]
  [ 48  84  70]
  [ 49  85  71]]

 [[ 87  79 116]
  [ 86  78 115]
  [ 83  76 113]
  ...
  [ 44  80  66]
  [ 45  81  67]
  [ 45  81  67]]

 [[ 87  79 116]
  [ 86  78 115]
  [ 84  76 116]
  ...
  [ 39  75  61]
  [ 40  76  62]
  [ 40  76  62]]

 ...

 [[ 35  77  82]
  [ 35  77  82]
  [ 35  77  82]
  ...
  [ 35  89  90]
  [ 35  89  90]
  [ 35  89  90]]

 [[ 35  77  82]
  [ 35  77  82]
  [ 35  77  82]
  ...
  [ 36  90  91]
  [ 36  90  91]
  [ 36  90  91]]

 [[ 35  77  82]
  [ 35  77  82]
  [ 35  77  82]
  ...
  [ 36  90  91]
  [ 36  90  91]
  [ 36  90  91]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/6ae21866-c8e6-4075-8543-b92973e2ab1e.jpg,1
"[[[234 168 103]
  [234 168 103]
  [234 168 103]
  ...
  [174 127  99]
  [174 127  99]
  [173 126  98]]

 [[234 168 103]
  [234 168 103]
  [234 168 103]
  ...
  [174 130 101]
  [177 130 102]
  [175 131 102]]

 [[234 168 103]
  [234 168 103]
  [234 168 103]
  ...
  [171 129 100]
  [174 130 101]
  [173 131 102]]

 ...

 [[148 151 159]
  [164 167 175]
  [105 108 116]
  ...
  [130 139 143]
  [140 149 153]
  [147 156 160]]

 [[100 103 111]
  [161 164 172]
  [131 134 142]
  ...
  [117 126 130]
  [125 134 138]
  [131 140 144]]

 [[130 133 141]
  [167 170 178]
  [131 134 142]
  ...
  [149 158 162]
  [153 162 166]
  [157 166 170]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/6bc0277e-ccfd-4c67-9116-9be9afecf438.jpg,1
"[[[255 251 250]
  [255 252 251]
  [255 253 252]
  ...
  [248 238 214]
  [249 239 215]
  [250 240 216]]

 [[254 250 249]
  [255 251 250]
  [255 252 251]
  ...
  [249 239 215]
  [249 239 215]
  [249 239 215]]

 [[253 249 248]
  [253 249 248]
  [254 250 249]
  ...
  [250 240 216]
  [249 239 215]
  [249 239 215]]

 ...

 [[131 149 196]
  [131 149 196]
  [133 149 195]
  ...
  [ 45  39  28]
  [ 35  24  10]
  [ 62  48  30]]

 [[128 147 198]
  [125 142 191]
  [129 145 192]
  ...
  [ 58  52  41]
  [ 64  51  35]
  [118 103  84]]

 [[131 149 202]
  [123 142 193]
  [128 143 192]
  ...
  [ 62  56  43]
  [ 48  35  19]
  [ 98  83  64]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/6d30bedf-2b27-4ef9-9c5b-e4f79b99f0ab.jpg,1
"[[[103 117 139]
  [104 118 140]
  [105 119 141]
  ...
  [236 233 225]
  [255 255 248]
  [255 254 246]]

 [[103 117 139]
  [104 118 140]
  [105 119 141]
  ...
  [236 233 225]
  [255 255 248]
  [255 254 246]]

 [[104 118 140]
  [104 118 140]
  [105 119 141]
  ...
  [235 233 225]
  [255 255 248]
  [255 254 246]]

 ...

 [[ 81  85  80]
  [ 80  86  81]
  [ 84  88  83]
  ...
  [148 153 151]
  [251 255 255]
  [249 254 252]]

 [[ 79  80  76]
  [ 78  82  77]
  [ 80  81  77]
  ...
  [144 150 145]
  [248 253 251]
  [249 255 250]]

 [[ 53  54  50]
  [ 54  55  51]
  [ 54  55  51]
  ...
  [144 150 145]
  [248 254 249]
  [249 255 250]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/713863b7-9b77-4a3f-9cfa-e75ae880077e.jpg,0
"[[[248 250 250]
  [248 250 250]
  [248 250 250]
  ...
  [248 244 255]
  [240 236 247]
  [240 236 247]]

 [[248 250 250]
  [248 250 250]
  [248 250 250]
  ...
  [ 52  48  59]
  [ 60  56  67]
  [ 60  56  67]]

 [[248 250 250]
  [248 250 250]
  [248 250 250]
  ...
  [ 46  42  53]
  [ 36  32  43]
  [ 36  32  43]]

 ...

 [[123 137 155]
  [107 121 139]
  [ 97 111 129]
  ...
  [186 196 206]
  [184 194 204]
  [176 186 196]]

 [[112 126 144]
  [110 124 142]
  [108 122 140]
  ...
  [211 218 227]
  [212 219 228]
  [196 203 212]]

 [[110 124 142]
  [108 122 140]
  [106 120 138]
  ...
  [213 218 227]
  [206 211 220]
  [190 195 204]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/72c16902-2b7e-460c-8999-f5f816ef0483.jpg,1
"[[[143 172 133]
  [129 158 119]
  [127 152 118]
  ...
  [116 121 142]
  [118 123 144]
  [120 125 146]]

 [[ 96 122  86]
  [ 82 107  73]
  [ 76  99  67]
  ...
  [116 121 142]
  [118 123 144]
  [119 124 145]]

 [[ 93 113  84]
  [ 81 101  72]
  [ 75  92  65]
  ...
  [117 122 143]
  [118 123 144]
  [119 124 145]]

 ...

 [[ 43  32  34]
  [ 49  38  40]
  [ 58  50  51]
  ...
  [122 126 137]
  [122 126 137]
  [115 119 130]]

 [[ 46  35  37]
  [ 50  39  41]
  [ 56  48  49]
  ...
  [115 119 130]
  [114 118 129]
  [108 112 123]]

 [[ 52  41  43]
  [ 55  44  46]
  [ 59  51  52]
  ...
  [107 111 122]
  [107 111 122]
  [100 104 115]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/762c4ac6-089a-4ec3-abed-f44771a1d805.jpg,1
"[[[ 95  79  63]
  [ 92  76  60]
  [ 88  72  56]
  ...
  [210 201 197]
  [201 192 188]
  [209 200 196]]

 [[ 96  80  64]
  [ 93  77  61]
  [ 89  73  57]
  ...
  [192 183 179]
  [196 187 183]
  [205 196 192]]

 [[ 96  79  66]
  [ 94  77  64]
  [ 91  74  61]
  ...
  [189 180 176]
  [196 187 183]
  [195 186 182]]

 ...

 [[ 16  20 109]
  [ 32  34 122]
  [ 21  24 105]
  ...
  [100 105 114]
  [ 99 104 113]
  [102 107 116]]

 [[ 28  29 120]
  [ 18  20 108]
  [  6   9  90]
  ...
  [104 109 118]
  [101 106 115]
  [100 105 114]]

 [[ 50  51 142]
  [ 11  13 101]
  [  0   1  82]
  ...
  [108 113 122]
  [103 108 117]
  [ 98 103 112]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/76327ea7-d859-4a66-8b46-a98bd63e509c.jpg,0
"[[[ 48  51  65]
  [ 48  51  65]
  [ 48  51  65]
  ...
  [ 60  67  54]
  [ 57  64  51]
  [ 52  61  48]]

 [[ 47  50  64]
  [ 47  50  64]
  [ 47  50  64]
  ...
  [ 72  79  66]
  [ 72  79  66]
  [ 69  78  65]]

 [[ 45  48  62]
  [ 45  48  62]
  [ 45  48  63]
  ...
  [ 71  78  65]
  [ 74  81  68]
  [ 71  80  67]]

 ...

 [[ 67  62  64]
  [ 68  63  65]
  [ 69  64  66]
  ...
  [103  98  97]
  [103  98  97]
  [103  98  97]]

 [[ 67  62  64]
  [ 68  63  65]
  [ 69  64  66]
  ...
  [103  98  97]
  [103  98  97]
  [102  97  96]]

 [[ 66  62  67]
  [ 66  62  67]
  [ 67  63  68]
  ...
  [105 100  99]
  [107 102 101]
  [108 103 102]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/7a6a61db-edcd-4580-82cd-0ab1e98f7363.jpg,0
"[[[ 53 119 107]
  [ 48 112 100]
  [ 42 103  93]
  ...
  [  2   5   9]
  [  6   9  13]
  [ 13  16  20]]

 [[ 88 150 138]
  [ 73 135 123]
  [ 58 115 106]
  ...
  [  6   9  13]
  [ 24  27  31]
  [ 42  45  49]]

 [[104 160 149]
  [ 87 143 132]
  [ 68 121 112]
  ...
  [ 15  18  22]
  [ 52  55  59]
  [ 86  89  93]]

 ...

 [[216 218 226]
  [216 218 226]
  [217 219 227]
  ...
  [140 142 150]
  [144 146 154]
  [146 148 156]]

 [[197 199 207]
  [197 199 207]
  [198 200 208]
  ...
  [119 121 129]
  [120 122 130]
  [120 122 130]]

 [[241 243 251]
  [241 243 251]
  [241 243 251]
  ...
  [220 222 230]
  [219 221 229]
  [219 221 229]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/7ab8d12a-93f8-4c9c-a024-216541025203.jpg,1
"[[[186 171 162]
  [186 171 162]
  [187 172 163]
  ...
  [193 184 174]
  [193 184 174]
  [193 184 174]]

 [[186 171 162]
  [186 171 162]
  [187 172 163]
  ...
  [193 184 174]
  [193 184 174]
  [193 184 174]]

 [[186 171 162]
  [186 171 162]
  [187 172 163]
  ...
  [193 184 174]
  [193 184 174]
  [193 184 174]]

 ...

 [[ 86  92  87]
  [104 110 105]
  [109 116 111]
  ...
  [125 137 139]
  [123 135 137]
  [122 134 136]]

 [[ 99 105 100]
  [120 126 121]
  [129 136 133]
  ...
  [127 139 141]
  [126 138 140]
  [125 137 139]]

 [[107 113 108]
  [130 136 131]
  [139 146 143]
  ...
  [128 140 142]
  [128 140 142]
  [127 139 141]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/7c3f9adb-cb15-4362-ace4-ef847883c802.jpg,0
"[[[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 251 255]
  [255 251 255]
  [255 251 255]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 251 255]
  [255 251 255]
  [255 251 255]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 252 254]
  [255 252 254]
  [255 252 254]]

 ...

 [[131 131 155]
  [131 131 155]
  [130 129 155]
  ...
  [ 98  92  93]
  [ 96  90  91]
  [ 95  89  90]]

 [[134 133 159]
  [132 131 157]
  [130 129 155]
  ...
  [ 94  88  89]
  [ 92  86  87]
  [ 92  86  87]]

 [[134 133 159]
  [132 131 157]
  [130 129 155]
  ...
  [ 94  88  89]
  [ 92  86  87]
  [ 92  86  87]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/7f1f90d9-3beb-47d4-a451-ba1a39bf4b9f.jpg,1
"[[[214 214 214]
  [214 214 214]
  [214 214 214]
  ...
  [156 167 205]
  [147 159 195]
  [134 146 182]]

 [[214 214 214]
  [214 214 214]
  [214 214 214]
  ...
  [147 160 198]
  [157 168 206]
  [155 169 205]]

 [[214 214 214]
  [214 214 214]
  [214 214 214]
  ...
  [157 172 211]
  [175 187 227]
  [179 195 232]]

 ...

 [[ 59  92 137]
  [ 59  92 137]
  [ 59  92 137]
  ...
  [ 61  52  55]
  [ 61  52  55]
  [ 61  52  55]]

 [[ 58  91 136]
  [ 58  91 136]
  [ 58  91 136]
  ...
  [ 61  52  55]
  [ 61  52  55]
  [ 61  52  55]]

 [[ 57  92 136]
  [ 57  92 136]
  [ 57  92 136]
  ...
  [ 63  52  55]
  [ 63  52  55]
  [ 63  52  55]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/833e64fd-4794-4803-96b3-e57d66a84abe.jpg,1
"[[[ 94  88  89]
  [108 102 103]
  [102  96  97]
  ...
  [251 254 252]
  [251 254 252]
  [251 254 252]]

 [[ 28  22  23]
  [ 73  67  68]
  [ 60  54  55]
  ...
  [251 254 252]
  [251 254 252]
  [251 254 252]]

 [[ 14   8   9]
  [ 50  44  45]
  [ 36  30  31]
  ...
  [251 254 252]
  [251 254 252]
  [251 254 252]]

 ...

 [[  5  17  23]
  [  0  11  17]
  [  5  15  22]
  ...
  [139 138 142]
  [139 138 142]
  [139 138 142]]

 [[  5  16  24]
  [  0  10  18]
  [  7  14  23]
  ...
  [139 138 142]
  [139 138 142]
  [139 138 142]]

 [[  5  16  24]
  [  0  10  18]
  [  7  14  23]
  ...
  [139 138 142]
  [139 138 142]
  [139 138 142]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/83987a86-8c1e-4f95-ad75-f835ba48aab0.jpg,1
"[[[107 100 103]
  [105  98 101]
  [103  96  99]
  ...
  [253 205 201]
  [252 203 201]
  [252 203 201]]

 [[104  97 100]
  [104  97 100]
  [103  96  99]
  ...
  [253 205 201]
  [253 204 202]
  [253 204 202]]

 [[ 99  92  97]
  [101  94  99]
  [103  96 101]
  ...
  [254 206 202]
  [254 205 203]
  [254 205 203]]

 ...

 [[ 76  55  47]
  [ 72  53  45]
  [ 74  53  45]
  ...
  [ 32  32  26]
  [ 34  34  28]
  [ 33  33  27]]

 [[ 76  54  48]
  [ 76  55  47]
  [ 78  57  49]
  ...
  [ 34  36  30]
  [ 38  40  34]
  [ 39  41  35]]

 [[ 78  56  51]
  [ 76  54  48]
  [ 78  55  47]
  ...
  [ 32  34  28]
  [ 42  45  36]
  [ 40  45  36]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/84941560-ff81-44e9-9cc3-ca571df45dab.jpg,1
"[[[168 168 174]
  [169 169 175]
  [170 170 176]
  ...
  [246 249 254]
  [246 249 254]
  [246 249 254]]

 [[165 165 171]
  [166 166 172]
  [168 168 174]
  ...
  [246 249 254]
  [246 249 254]
  [246 249 254]]

 [[165 164 168]
  [166 165 169]
  [168 167 171]
  ...
  [246 249 254]
  [246 249 254]
  [246 249 254]]

 ...

 [[ 95  93  92]
  [ 95  93  92]
  [ 96  94  93]
  ...
  [166 158 165]
  [167 159 166]
  [167 159 166]]

 [[ 93  91  90]
  [ 93  91  90]
  [ 93  91  90]
  ...
  [164 156 163]
  [165 157 164]
  [165 157 164]]

 [[ 92  90  89]
  [ 92  90  89]
  [ 92  90  89]
  ...
  [163 155 162]
  [163 155 162]
  [163 155 162]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/863252f1-f52b-4d54-a411-e315074c9eaa.jpg,1
